
Summary,REGION1
2026,23.4112,71.5635,12.768,12.3843,38.8896,4.3833,39.9446,156.684,27.1661,12.6261,40.2644,7.11017,13.6948,42.9787,7.61471
2027,23.5672,72.0273,12.8633,12.4667,39.148,4.41905,40.2174,157.722,27.3457,12.7101,40.5319,7.15752,13.7856,43.2646,7.66548
2028,23.755,72.5095,12.9493,12.5522,39.4037,4.4427,40.4767,158.746,27.5228,12.8144,40.7966,7.20654,13.8586,43.5478,7.71787
2029,23.8809,73.104,13.0276,12.6326,39.6543,4.47123,40.7283,159.745,27.6953,12.8949,41.0561,7.26068,13.9629,43.8258,7.76756
2030,24.0352,73.4831,13.1123,12.714,39.933,4.50009,41.0232,160.883,27.8938,12.9619,41.3447,7.29957,14.0375,44.0761,7.81777
2031,24.3829,73.8865,13.1829,12.9087,40.4238,4.56639,41.6703,163.113,28.2997,13.1716,41.8538,7.40879,14.2495,44.6495,7.92808
2032,24.5109,74.2822,13.2535,12.9763,40.6364,4.59035,41.8874,163.967,28.4476,13.2405,42.0739,7.44765,14.3242,44.8846,7.96975
2033,24.6389,74.6746,13.3275,13.044,40.8489,4.61431,42.1043,164.821,28.5955,13.3094,42.2939,7.4865,14.3989,45.1197,8.01139
2034,24.7669,75.0737,13.3948,13.1116,41.0615,4.63827,42.3214,165.675,28.7434,13.3783,42.514,7.52536,14.4736,45.3548,8.05306
2035,24.895,75.4527,13.4821,13.1793,41.274,4.66223,42.5385,166.529,28.8913,13.4472,42.734,7.56422,14.5483,45.59,8.09472
2036,25.0433,75.9112,13.564,13.2576,41.5203,4.68999,42.7899,167.519,29.0626,13.527,42.989,7.60924,14.6349,45.8624,8.14298
2037,25.1916,76.3698,13.6458,13.336,41.7666,4.71776,43.0414,168.508,29.234,13.6068,43.244,7.65426,14.7214,46.1349,8.19126
2038,25.34,76.8451,13.7109,13.4144,42.0129,4.74553,43.2929,169.498,29.4053,13.6867,43.499,7.69929,14.808,46.4074,8.23953
2039,25.4883,77.3036,13.7927,13.4928,42.2591,4.77329,43.5443,170.487,29.5767,13.7665,43.7539,7.74431,14.8946,46.6797,8.28779
2040,25.6367,77.7622,13.8746,13.5712,42.5054,4.80105,43.7958,171.477,29.748,13.8463,44.0089,7.78934,14.9811,46.9522,8.33607
2041,25.8666,78.4564,14.0182,13.6927,42.8872,4.8441,44.1857,173.011,30.0137,13.9701,44.4042,7.85914,15.1154,47.3746,8.41091
2042,26.0966,79.184,14.1283,13.8142,43.269,4.88714,44.5756,174.545,30.2794,14.0938,44.7995,7.92894,15.2496,47.797,8.48574
2043,26.3266,79.8782,14.2719,13.9358,43.6509,4.93019,44.9654,176.079,30.545,14.2176,45.1948,7.99874,15.3838,48.2194,8.56058
2044,26.5566,80.6058,14.3821,14.0573,44.0327,4.97323,45.3553,177.613,30.8107,14.3414,45.5901,8.06854,15.518,48.6418,8.63541
2045,26.7866,81.3001,14.5289,14.1788,44.4146,5.01302,45.7453,179.147,31.0764,14.4651,45.9854,8.13836,15.6522,49.0642,8.71026
2046,26.9909,81.9316,14.6393,14.2868,44.7537,5.05355,46.0916,180.51,31.3124,14.5751,46.3366,8.20036,15.7714,49.4394,8.77674
2047,27.1952,82.5631,14.7514,14.3947,45.0929,5.09246,46.4379,181.873,31.5484,14.685,46.6877,8.26237,15.8907,49.8146,8.84322
2048,27.3995,83.1947,14.8638,14.5027,45.4321,5.13099,46.7843,183.236,31.7844,14.795,47.0389,8.32438,16.0099,50.1899,8.9097
2049,27.6038,83.8262,14.9765,14.6107,45.7713,5.16923,47.1306,184.599,32.0204,14.9049,47.3901,8.38638,16.1291,50.5651,8.97617
2050,27.808,84.4577,15.0892,14.7186,46.1104,5.20747,47.4769,185.961,32.2563,15.0148,47.7412,8.44839,16.2483,50.9403,9.04265
2051,27.9174,84.7956,15.1495,14.7764,46.2919,5.22793,47.6623,186.69,32.3826,15.0737,47.9291,8.48157,16.3121,51.1411,9.07822
2052,28.0271,85.1348,15.21,14.8343,46.4741,5.24846,47.8483,187.422,32.5094,15.1327,48.1177,8.51487,16.3761,51.3426,9.11393
2053,28.1372,85.4752,15.2708,14.8925,46.6569,5.26908,48.035,188.157,32.6366,15.192,48.307,8.5483,16.4404,51.5449,9.14977
2054,28.2479,85.9126,15.3151,14.951,46.8406,5.21118,48.2225,188.895,32.7644,15.2515,48.4972,8.58188,16.505,51.7481,9.18577
2055,28.3589,86.262,15.3763,15.0097,47.0249,5.22569,48.4107,189.636,32.8926,15.3113,48.688,8.61557,16.5698,51.9519,9.22189
2056,28.4425,86.4356,15.4225,15.0539,47.1638,5.32622,48.5525,190.193,32.9892,15.3563,48.8317,8.64095,16.6186,52.1055,9.2491
2057,29.13,86.9485,15.4687,15.3954,48.8454,5.31504,51.0787,194.803,34.5165,16.0423,50.5782,8.8311,17.2928,53.8228,9.43707
2058,29.1307,86.9382,15.5151,15.7246,48.9945,5.34429,51.2358,195.555,34.6224,16.0915,50.7326,8.85859,17.0418,53.9869,9.46635
2059,29.2151,87.199,15.5617,15.7691,49.1345,5.35597,51.3788,196.119,34.7198,16.1369,50.8776,8.88419,17.091,54.1418,9.4938
2060,29.2431,87.4606,15.6084,15.5534,49.3203,5.31186,51.5921,197.325,34.8595,15.8938,51.07,8.92134,17.1627,54.3431,9.68248
,SEGO
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0.00154552,0.00210094,0.000772761,0.000893507,0.00238268,0.000297835,0.00368269,0.0117846,0.00220961,0.000990101,0.00247525,0.000495051,0.000965953,0.00241488,0.000482975
2025,0.00133824,0.00482976,0.000965952,0.00111688,0.00297835,0,0.00460336,0.0147308,0.00276202,0,0.00309407,0.000618813,0.00120744,0.0030186,0.000603719
2026,0.00347743,0.00869357,0.00173871,0.00201039,0.00536103,0,0.00828605,0.0265154,0.00497163,4.52785e-05,0.00556932,0,0.0021734,0.00543348,0.00108669
2027,0.00347944,0.0125574,0.00251148,0.0029039,0.00774373,0,0.0119688,0.0383001,0.00718126,0,0.00804459,0.00160892,0.00313935,0.00784838,0.00156967
2028,0.00656846,0.0164212,0.00328423,0.0037974,0.0101264,0,0.0156514,0.0500846,0.00939085,3.42048e-05,0.0105198,0.00210396,0.0041053,0.0102632,0
2029,0.00811401,0.020285,0.00405701,0.00469092,0.0125091,0,0.0193342,0.0618694,0.0116005,0.00519804,0.0129951,0,0.0025145,0.0126782,0
2030,0.00965952,0.0241488,0.00482976,0.00558442,0.0148918,0.00186147,0.0211302,0.0736539,0.0138101,0.00618813,0.0154703,0,0,0.015093,0.00301859
2031,0,0.0280126,0.00560251,0.00647791,0.0172744,0.0021593,0.0266995,0.0854384,0.0160197,0.00717822,0.0179456,0.00358911,0.00700315,0.0159321,0.00350156
2032,0.0127506,0.0318764,0.00637529,0.00737144,0.0196571,0,0.0263644,0.0972233,0.0182293,0.00816834,0.0204209,0,0.00796912,0.0199228,0
2033,0.0142961,0.0357402,0.00714804,0.00826493,0.0220398,0.00275497,0.0340649,0.109008,0.0204389,0.00915843,0.0228961,0.00457921,0.00893506,0.00603117,0.00446752
2034,0.0158416,0.0396041,0.00792081,0.00111386,0.0244225,0.00305281,0.0377476,0.120793,0.0226486,0.0101485,0.0253714,0,0.00990103,0.0247526,0
2035,0.0173871,0.0434678,0.00869357,0.010052,0.0268052,0,0.0249487,0.132577,0.0248582,0.0111386,0.0278466,0.00556932,0.010867,0.0271674,0.00543347
2036,0.0189326,0.0473316,0.00946632,0,0.0291878,0.00364848,0.0451129,0.144362,0.0270677,0.0121287,0.0303218,0.00606436,0.0118329,0.0248491,0
2037,0,0.0511955,0.0102391,0.011839,0.0286908,0.00394632,0.0487957,0.156146,0.0292774,0.0131188,0.0327971,0.00655942,0.0127989,0.0319972,0.00639942
2038,0.0220237,0.0550592,0.0110118,0.0127325,0.0339532,0.00424415,0.0485209,0.167931,0.031487,0,0.0352723,0,0.0137648,0.0344121,0.00688239
2039,0.0235692,0.0589231,0.0117846,0.013626,0.0363359,0.00454199,0.0561611,0.167747,0.0336966,0.0150991,0.0377476,0,0.0147308,0.036827,0
2040,0.0251147,0.0627869,0.0125574,0.0066057,0.0387186,0,0.0598437,0.1915,0.0359062,0.0160891,0.0402229,0,0.0156967,0.0392418,0
2041,0.00136841,0.0656847,0.0131369,0.0151896,0.0405056,0,0.0626058,0.200339,0.0375635,0.0168317,0.0420793,0.00841586,0.0164212,0.041053,0.00821058
2042,0.027433,0.0685826,0.0137165,0.0158598,0.0422926,0.00528658,0.0653678,0.209177,0.00792984,0.0175743,0.0439358,0.00878715,0.0171457,0.0428642,0.00857281
2043,0.0285922,0.0714804,0.0142961,0.0165299,0.0293368,0.00550995,0.0681297,0.218016,0.0408778,0.0183169,0.0457921,0.00915843,0,0.0446753,0.00893503
2044,0.0297513,0.0743783,0.0148757,0,0.0458666,0.00573333,0.0708918,0.226854,0.0425351,0.0190594,0.0476486,0,0.0113892,0.0464865,0.00929727
2045,0.0149723,0.0772761,0.0154552,0.0178701,0.0476536,0.00595671,0.0736538,0.235693,0.0441923,0.019802,0.0495051,0.00990101,0,0.0482976,0.0096595
2046,0.0234726,0.0782421,0.0156484,0,0.0482493,0.00603117,0.0745745,0.238639,0.0447447,0.0200496,0.0501239,0.0100248,0.0195606,0.0489014,0
2047,0.0237624,0.079208,0.0158416,0,0.048845,0.00610562,0.0754951,0.241585,0.0452971,0.0202971,0.0507427,0.0101485,0.019802,0.0495051,0
2048,0.0320696,0.080174,0.0160348,0.0185403,0.0494407,0.00618008,0.060381,0.244531,0.0458495,0,0.0513615,0.0102723,0.0200435,0.0501088,0.0100217
2049,0.032456,0.0811399,0.016228,0.0187636,0.0500363,0.00625454,0.0773365,0.231249,0.0464019,0,0.0519803,0.0103961,0.020285,0.0507125,0.0101425
2050,0.0164212,0.0821059,0.0164212,0.018987,0.050632,0.006329,0.0782572,0.250423,0.0469543,0,0.0525991,0.0105198,0.0205265,0.0513162,0.0102632
2051,0.0331708,0.082927,0.0165854,0,0.0511383,0.00639229,0.0790398,0.252928,0.0474239,0.0212501,0.0531251,0.010625,0.0124391,0.0518294,0
2052,0.0335025,0.0837562,0.0167512,0,0.0516497,0.00645621,0.0798301,0.255457,0.0478981,0.0130869,0.0536563,0.0107313,0.0209391,0.0523477,0
2053,0.0338375,0.0845938,0.0169188,0.0195623,0.0521662,0.00652078,0.0806284,0.258011,0.0314583,0,0.0541929,0.0108386,0.0211485,0.0528712,0.0105742
2054,0.0341759,0.0854397,0.0170879,0,0.0444109,0.00658598,0.0814347,0.260592,0.0488608,0.0218939,0.0547348,0,0.02136,0.0533999,0.0106799
2055,0.0345177,0.0862942,0.0172588,0.0199556,0.0532147,0.00665184,0.0822491,0.263198,0.00997772,0.0221129,0.0552822,0.0110564,0.0215736,0.0539339,0.0107867
2056,0.0348628,0.087157,0.0174314,0,0.0537468,0.00671836,0.0830715,0.265829,0.0498429,0.022334,0.055835,0,0.013346,0.0544732,0.0108946
2057,0.0352115,0.0478656,0.0176057,0.0203567,0.0542844,0.00678555,0.0839023,0.268488,0.0503414,0.0225574,0.0563934,0.0112787,0.0220072,0.055018,0.0110036
2058,0.0355636,0.0889089,0.0177818,0.013892,0.0548272,0.0068534,0.0847413,0.271173,0.0508448,0,0.0569573,0.0113915,0.0222273,0.0555682,0
2059,0.0291843,0.089798,0.0179596,0.0207658,0.0553754,0.00692193,0.0855887,0.273884,0.0513532,0,0.0575269,0.0115054,0.0224495,0.0561238,0
2060,0.0362784,0.0906959,0.0181392,0.0144547,0.0559292,0.00699115,0.0864446,0.276623,0.0518667,0,0.0581021,0,0.022674,0.056685,0.011337
,SEHF
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SENG
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0.229612,0.57403,0,0.0692937,0.353985,0.0230979,0.547122,1.75079,0.328273,0,0.367738,0.0383924,0.143508,0.358769,0.0374559
2016,0.236745,0.299991,0,0.0674953,0.364982,0.0224984,0.564119,1.80518,0.338471,0.151665,0.379162,0.037396,0.147966,0.369914,0.0364838
2017,0.230901,0.577252,0,0.0525613,0.355972,0.0175204,0.550194,1.76062,0.330116,0.0582436,0.369803,0.0291218,0.0568231,0.360783,0.0721564
2018,0.228198,0.570496,0.0382265,0.0441995,0.351806,0.0147331,0.543754,1.74002,0.326252,0.14619,0.365474,0.0244889,0.0477832,0.35656,0.0238915
2019,0.231315,0.578287,0,0.0378185,0.35661,0.0126062,0.551179,1.76378,0.330708,0.0419069,0.370465,0.0209535,0.144572,0.36143,0.0204424
2020,0.235877,0.589693,0,0.0307124,0.363644,0,0.562051,1.79857,0.337231,0.0340326,0.377772,0.0170163,0.0332026,0.368559,0.0737115
2021,0.244666,0.0026248,0,0.141448,0.377193,0.0354727,0.582993,1.86558,0.349796,0.156739,0.391848,0.0783696,0.152916,0.382291,0.0627599
2022,0.244666,0.00261522,0.122333,0.141448,0.377193,0,0.582993,1.86558,0.349796,0.156739,0.391848,0.0542693,0.152916,0.382291,0
2023,0.244666,0.00260565,0.010345,0.141448,0.377193,0.0114297,0.582993,1.86558,0.349796,0.156739,0.391848,0.0783696,0.152916,0.382291,0.0764579
2024,0.244666,0,0,0.141448,0.377193,0.0471492,0.582993,1.86558,0.349796,0.156739,0.391848,0.0529951,0.152916,0.382291,0.0764579
2025,0.774714,0,0.0212607,0.357591,0.953575,0.132459,1.63784,5.9072,1.1076,0.496302,0.990623,0.220169,0.429599,1.21049,0.214799
2026,0.618535,0.0427722,0,0.357591,1.15384,0.119197,1.76187,5.70684,1.07003,0.396249,1.19867,0.198125,0.467774,1.16943,0.193292
2027,0.618535,0,0.0212607,0.357591,1.15157,0.143946,1.77987,5.69559,1.06792,0.396249,1.19631,0.198125,0.466852,1.16713,0.193292
2028,0.738775,0,0.0212607,0.368961,1.13895,0.122987,1.76036,5.63317,1.05622,0.473278,1.1832,0.204424,0.398876,1.15434,0.199437
2029,0.625199,0.363519,0.00535767,0.361444,1.11155,0.120481,1.71802,5.49768,1.03081,0.461895,1.15474,0.230948,0.45063,1.12657,0.195374
2030,0.618535,0.0212607,0.617737,0.357591,1.18188,0.119197,1.82672,5.84551,1.09603,0.396249,1.22779,0.198125,0.386585,0.985472,0.193292
2031,1.12814,0.0387772,0.427885,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2032,1.12814,0.0387772,0.427885,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2033,1.12814,0.0310723,0.43559,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2034,1.12814,0.0387772,0.386152,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2035,1.12814,0,0.340738,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2036,1.12814,0,0.404567,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2037,1.12814,0,0.401041,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2038,1.12814,0.0387772,0.38261,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2039,1.12814,0.0387772,0.377194,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2040,1.12814,0.0387772,0.380838,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2041,1.12814,0,0.169137,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2042,1.12814,0.0387772,0.0431455,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2043,1.12814,0,0.275299,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2044,1.12814,0.0387772,0.0771742,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2045,1.12814,0,0.414955,0.652207,1.73922,0.209836,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2046,1.12814,0,0.389972,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2047,1.12814,0,0.372629,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2048,1.12814,0,0.357132,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2049,1.12814,0,0.343136,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2050,1.12814,0,0.329202,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2051,1.12814,0,0.300925,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2052,1.12814,0,0.273566,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2053,1.12814,0,0.2471,0.652207,1.73922,0.217402,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2054,1.12814,0.221113,0.724238,0.652207,1.73922,0.035066,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2055,1.12814,0.235668,0.756154,0.652207,1.73922,0.0205115,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2056,1.20679,0.0387772,1.09766,0.652207,1.73922,0.559835,2.68814,8.60208,1.61289,0.722715,1.80679,0.361357,0.705088,1.76272,0.352543
2057,0.207635,0,0.253909,0,1.73922,0,2.68814,0.300322,1.61289,0.722715,1.80679,0,0.705088,1.76272,0
2058,0,0,0.17923,0.652207,1.73922,0,2.68814,0.635518,1.61289,0.722715,1.80679,0,0,1.76272,0
2059,0,0,0.176959,0.652207,1.73922,0,2.68814,0.637789,1.61289,0.722715,1.80679,0,0,1.76272,0
2060,0,0,0.475379,0,1.71613,0,2.65246,1.49401,1.59147,0,1.7828,0,0,1.73932,0.347863
,SEOI
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,0.0894811,0.223703,0,0.0270042,0.13795,0.00900138,0.213217,0.682295,0.12793,0,0.14331,0.0149617,0.0559258,0.139814,0.0145968
2016,0.0922609,0.116908,0,0.0263033,0.142236,0.00876776,0.21984,0.70349,0.131904,0.0591047,0.147762,0.0145734,0.0576631,0.144158,0.014218
2017,0.0899835,0.224959,0,0.0204835,0.138725,0.00682781,0.214414,0.686125,0.128648,0.0226979,0.144114,0.0113489,0.0221443,0.140599,0.0281198
2018,0.0889303,0.222326,0.0148971,0.0172248,0.137101,0.00574159,0.211904,0.678094,0.127142,0.056971,0.142427,0.00954346,0.0186214,0.138954,0.00931067
2019,0.0901447,0.225362,0,0.0147381,0.138973,0.00491269,0.214798,0.687354,0.128879,0.0163314,0.144372,0.00816569,0.0563405,0.140851,0.00796651
2020,0.0919228,0.229807,0,0.0119688,0.141714,0,0.219035,0.700912,0.131421,0.0132627,0.14722,0.00663135,0.0129392,0.143629,0.0287258
2021,0.0953477,0,0,0.055123,0.146994,0.0138239,0.227196,0.727027,0.136317,0.0610822,0.152705,0.0305411,0.0595924,0.148981,0.0244579
2022,0.0953477,0,0.0476738,0.055123,0.146994,0,0.227196,0.727027,0.136317,0.0610822,0.152705,0.0211491,0.0595924,0.148981,0
2023,0.0953477,0,0.00403152,0.055123,0.146994,0.00445421,0.227196,0.727027,0.136317,0.0610822,0.152705,0.0305411,0.0595924,0.148981,0.0297961
2024,0.0953477,0,0,0.055123,0.146994,0.0183743,0.227196,0.727027,0.136317,0.0610822,0.152705,0.0206525,0.0595924,0.148981,0.0297961
2025,0.0608638,0,0,0,0,0.00516848,0.0639075,0.464087,0.0870162,0.0389909,0,0.00859086,0.0167627,0.0950998,0.0083813
2026,0,0,0,0,0.0780448,0,0.120627,0.386006,0.0723759,0,0.0810769,0,0.0316398,0.0790995,0
2027,0,0,0,0,0.077158,0.00964476,0.119256,0.38162,0.0715536,0,0.0801558,0,0.0312803,0.0782008,0
2028,0.0468583,0,0,0.00443069,0.0722399,0.0014769,0.111655,0.357295,0.0669927,0.0300186,0.0750465,0.00245484,0.00478994,0.0732162,0.00239496
2029,0.002597,0.10398,0.00208792,0.00150139,0.0641209,0.000500464,0.0991058,0.317139,0.0594635,0.0266449,0.0666121,0.0133224,0.025995,0.0649875,0.000811562
2030,0,0,0,0,0.0889703,0,0.137513,0.440043,0.0825079,0,0.0924269,0,0,0.00740807,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SEUR
,S01B1,S01B2,S01B3,S02B1,S02B2,S02B3,S03B1,S03B2,S03B3,S04B1,S04B2,S04B3,S05B1,S05B2,S05B3
2015,34.4839,80.4214,17.9526,16.2297,45.5036,6.91925,50.5625,142.138,51.3333,14.1616,40.2982,8.4176,17.1582,44.5463,11.2204
2016,33.6948,83.7744,18.519,17.8447,48.9094,6.94385,48.1443,155.071,46.9874,14.8901,42.3875,11.8637,17.7737,49.3172,9.93646
2017,38.1175,94.6521,19.0587,19.3227,46.3348,7.34556,49.877,167.8,39.2388,15.3793,38.7297,9.06469,23.8235,48.7489,11.9117
